"hotel_id","property_name","neighborhood","category","total_rooms","month","days_in_month","avg_adr","occupancy_pct","avg_revpar","total_rooms_sold","gross_revenue"
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2025-06-01",30,0.00,67.4,0.00,182.00,0.00
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2025-07-01",31,0.00,66.3,0.00,185.00,0.00
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2025-08-01",31,0.00,72.8,0.00,203.00,0.00
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2025-09-01",30,0.00,78.1,0.00,211.00,0.00
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2025-10-01",31,0.00,84.9,0.00,237.00,0.00
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2025-11-01",30,0.00,95.9,0.00,259.00,0.00
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2025-12-01",31,19.47,65.8,13.75,202.00,5282.09
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-01-01",31,95.36,54.0,61.64,184.00,17198.04
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-02-01",28,83.68,71.8,73.83,221.00,18604.49
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-03-01",31,96.00,76.8,89.91,262.00,25173.98
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-04-01",30,114.04,60.6,85.84,200.00,23406.45
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-05-01",31,128.66,19.6,37.18,67.00,10372.38
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-06-01",30,116.06,18.8,37.28,62.00,10064.38
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-07-01",31,127.33,17.3,33.11,59.00,9502.49
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-08-01",31,121.50,15.2,28.98,52.00,8399.30
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-09-01",30,44.15,3.9,6.44,13.00,1877.18
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-10-01",31,29.54,1.8,3.28,6.00,915.89
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-11-01",30,0.00,0.0,0.00,0.00,0.00
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2026-12-01",31,0.00,0.0,0.00,0.00,0.00
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2027-01-01",31,46.47,10.3,9.66,35.00,2695.19
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2027-02-01",28,32.10,3.9,3.57,12.00,898.82
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2027-03-01",31,0.00,0.0,0.00,0.00,0.00
318313,"The Duke Rooms London","Marylebone","Midscale",11,"2027-04-01",2,0.00,0.0,0.00,0.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2024-03-01",1,0.00,54.7,0.00,29.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2024-04-01",30,0.00,69.3,0.00,1102.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2024-05-01",31,0.00,70.0,0.00,1150.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2024-06-01",30,0.00,72.8,0.00,1157.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2024-07-01",31,0.00,73.4,0.00,1206.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2024-08-01",31,0.00,47.4,0.00,778.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2024-09-01",30,0.00,79.8,0.00,1269.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2024-10-01",31,0.00,76.9,0.00,1264.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2024-11-01",30,0.00,67.0,0.00,1066.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2024-12-01",31,0.00,69.9,0.00,1148.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-01-01",31,0.00,74.6,0.00,1226.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-02-01",28,0.00,61.5,0.00,912.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-03-01",31,0.00,67.1,0.00,1102.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-04-01",30,0.00,70.7,0.00,1124.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-05-01",31,0.00,69.3,0.00,1139.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-06-01",30,0.00,68.3,0.00,1086.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-07-01",31,0.00,87.7,0.00,1441.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-08-01",31,0.00,87.2,0.00,1432.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-09-01",30,0.00,83.3,0.00,1325.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-10-01",31,0.00,74.7,0.00,1228.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-11-01",30,0.00,55.8,0.00,887.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2025-12-01",31,63.81,85.0,46.49,1319.00,91726.45
318311,"The House of Toby","King's Cross","Midscale",48,"2026-01-01",31,90.27,96.6,87.29,1438.00,129893.59
318311,"The House of Toby","King's Cross","Midscale",48,"2026-02-01",28,95.86,97.2,93.20,1307.00,125256.30
318311,"The House of Toby","King's Cross","Midscale",48,"2026-03-01",31,103.70,96.6,100.19,1438.00,149080.87
318311,"The House of Toby","King's Cross","Midscale",48,"2026-04-01",30,138.81,45.7,61.09,658.00,89832.51
318311,"The House of Toby","King's Cross","Midscale",48,"2026-05-01",31,166.81,20.5,35.03,305.00,52955.36
318311,"The House of Toby","King's Cross","Midscale",48,"2026-06-01",30,180.42,19.9,37.53,286.00,54043.08
318311,"The House of Toby","King's Cross","Midscale",48,"2026-07-01",31,162.95,18.5,34.16,276.00,50833.62
318311,"The House of Toby","King's Cross","Midscale",48,"2026-08-01",31,131.26,9.1,14.75,136.00,21906.22
318311,"The House of Toby","King's Cross","Midscale",48,"2026-09-01",30,0.00,0.0,0.00,0.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2026-10-01",31,0.00,0.0,0.00,0.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2026-11-01",30,0.00,0.0,0.00,0.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2026-12-01",31,0.00,0.0,0.00,0.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2027-01-01",31,0.00,0.0,0.00,0.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2027-02-01",28,0.00,0.0,0.00,0.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2027-03-01",31,0.00,0.0,0.00,0.00,0.00
318311,"The House of Toby","King's Cross","Midscale",48,"2027-04-01",2,0.00,0.0,0.00,0.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2024-03-01",1,0.00,160.0,0.00,88.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2024-04-01",30,0.00,169.7,0.00,2800.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2024-05-01",31,0.00,171.3,0.00,2920.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2024-06-01",30,0.00,172.5,0.00,2847.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2024-07-01",31,0.00,237.8,0.00,4054.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2024-08-01",31,0.00,185.7,0.00,3166.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2024-09-01",30,0.00,200.4,0.00,3307.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2024-10-01",31,0.00,166.5,0.00,2838.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2024-11-01",30,0.00,135.1,0.00,2229.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2024-12-01",31,0.00,124.5,0.00,2123.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-01-01",31,0.00,89.9,0.00,1532.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-02-01",28,0.00,157.5,0.00,2426.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-03-01",31,0.00,141.7,0.00,2416.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-04-01",30,0.00,135.5,0.00,2235.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-05-01",31,0.00,145.9,0.00,2488.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-06-01",30,0.00,158.1,0.00,2609.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-07-01",31,0.00,154.7,0.00,2637.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-08-01",31,0.00,154.8,0.00,2639.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-09-01",30,0.00,146.1,0.00,2411.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-10-01",31,0.00,139.9,0.00,2386.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-11-01",30,0.00,141.0,0.00,2327.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2025-12-01",31,0.00,134.9,0.00,2300.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-01-01",31,3.42,127.6,2.50,2189.00,10375.91
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-02-01",28,95.60,98.9,89.62,1550.00,148029.52
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-03-01",31,87.27,90.8,79.86,1577.00,138809.92
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-04-01",30,140.06,28.1,36.77,472.00,63557.39
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-05-01",31,194.56,6.6,12.75,114.00,22126.72
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-06-01",30,179.00,9.1,18.85,153.00,31410.52
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-07-01",31,124.18,1.6,3.60,28.00,6241.01
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-08-01",31,155.85,9.2,14.23,159.00,24710.72
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-09-01",30,0.00,0.0,0.00,0.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-10-01",31,0.00,0.0,0.00,0.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-11-01",30,0.00,0.0,0.00,0.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2026-12-01",31,0.00,0.0,0.00,0.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2027-01-01",31,0.00,0.0,0.00,0.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2027-02-01",28,0.00,0.0,0.00,0.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2027-03-01",31,0.00,0.0,0.00,0.00,0.00
318316,"The House on Warwick","Pimlico","Midscale",56,"2027-04-01",2,0.00,0.0,0.00,0.00,0.00
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2024-03-01",1,75.44,90.0,67.90,27.00,2036.94
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2024-04-01",30,99.98,91.9,93.03,827.00,83724.73
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2024-05-01",31,121.62,93.0,113.87,865.00,105899.39
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2024-06-01",30,136.83,95.0,130.94,855.00,117842.66
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2024-07-01",31,129.95,93.7,122.41,871.00,113839.15
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2024-08-01",31,103.41,92.0,95.29,856.00,88619.02
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2024-09-01",30,117.17,92.4,109.62,832.00,98657.77
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2024-10-01",31,119.60,93.7,112.54,871.00,104663.54
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2024-11-01",30,117.76,91.8,109.32,826.00,98385.69
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2024-12-01",31,138.59,92.6,130.45,861.00,121319.29
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-01-01",31,79.33,76.6,61.66,712.00,57346.43
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-02-01",28,75.15,92.0,69.64,773.00,58498.02
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-03-01",31,80.57,92.0,74.33,856.00,69129.45
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-04-01",30,82.97,91.3,76.20,822.00,68577.58
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-05-01",31,97.68,78.6,77.44,731.00,71828.82
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-06-01",30,126.88,86.3,110.72,777.00,99649.38
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-07-01",31,134.73,92.2,125.09,857.00,116331.76
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-08-01",31,120.42,92.3,111.64,858.00,103828.57
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-09-01",30,143.86,96.1,139.02,865.00,125114.11
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-10-01",31,119.11,94.8,113.89,882.00,105917.20
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-11-01",30,117.14,91.9,109.36,827.00,98421.60
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2025-12-01",31,125.54,83.7,109.56,778.00,101889.98
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-01-01",31,70.22,77.4,54.89,720.00,51043.18
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-02-01",28,73.26,89.3,65.87,750.00,55334.20
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-03-01",31,72.49,87.1,63.41,810.00,58894.63
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-04-01",30,93.51,30.4,29.23,274.00,26692.21
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-05-01",31,107.99,50.0,55.24,465.00,51888.57
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-06-01",30,115.79,10.4,15.36,94.00,13824.48
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-07-01",31,69.89,3.4,4.81,32.00,4470.49
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-08-01",31,98.73,27.3,27.52,254.00,25773.79
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-09-01",30,47.38,1.7,2.16,15.00,1942.64
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-10-01",31,89.41,7.2,7.51,67.00,6981.90
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-11-01",30,26.78,0.8,0.89,7.00,803.41
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2026-12-01",31,59.18,3.1,3.92,29.00,3646.31
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2027-01-01",31,13.83,0.9,0.91,8.00,845.33
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2027-02-01",28,0.00,0.0,0.00,0.00,0.00
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2027-03-01",31,0.00,0.0,0.00,0.00,0.00
318238,"The Jade Hotel","Earl's Court","Midscale",30,"2027-04-01",2,0.00,0.0,0.00,0.00,0.00
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2024-03-01",1,187.13,22.7,42.53,5.00,935.64
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2024-04-01",30,195.71,62.3,121.52,411.00,80206.22
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2024-05-01",31,215.31,85.5,186.03,583.00,126875.30
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2024-06-01",30,221.92,87.1,194.14,575.00,128133.98
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2024-07-01",31,204.57,82.6,171.06,563.00,116660.99
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2024-08-01",31,198.53,64.1,127.24,437.00,86779.36
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2024-09-01",30,209.26,71.2,151.84,470.00,100213.79
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2024-10-01",31,217.75,75.8,165.49,517.00,112867.12
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2024-11-01",30,207.68,76.7,161.97,506.00,106900.21
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2024-12-01",31,165.72,59.5,135.45,406.00,92377.55
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-01-01",31,168.64,29.0,51.85,198.00,35358.53
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-02-01",28,184.28,37.2,69.63,229.00,42894.22
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-03-01",31,187.22,54.5,101.25,372.00,69051.73
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-04-01",30,187.08,78.8,142.52,520.00,98282.35
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-05-01",31,216.48,69.8,154.26,476.00,105203.72
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-06-01",30,252.12,84.7,216.50,559.00,142889.87
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-07-01",31,251.59,88.6,223.84,604.00,152659.66
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-08-01",31,196.77,87.5,174.29,597.00,118862.89
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-09-01",30,218.69,90.3,199.94,596.00,131959.44
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-10-01",31,197.21,89.1,176.16,608.00,120143.69
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-11-01",30,174.51,91.1,160.69,601.00,106056.14
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2025-12-01",31,175.74,80.6,159.27,550.00,108623.06
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-01-01",31,144.98,43.4,61.85,296.00,42184.67
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-02-01",28,131.38,84.7,111.18,522.00,68487.97
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-03-01",31,149.53,82.4,123.30,562.00,84091.51
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-04-01",30,194.48,46.2,89.05,305.00,58198.45
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-05-01",31,228.12,23.0,53.61,157.00,36564.62
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-06-01",30,241.19,30.5,72.96,201.00,48156.11
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-07-01",31,281.22,23.3,65.44,159.00,44630.46
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-08-01",31,260.92,16.3,41.57,111.00,28352.72
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-09-01",30,211.76,15.6,34.32,103.00,22653.30
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-10-01",31,211.12,19.5,40.87,133.00,27872.76
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-11-01",30,18.79,0.3,0.85,2.00,563.64
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2026-12-01",31,15.85,0.1,0.72,1.00,491.40
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2027-01-01",31,41.13,1.3,2.48,9.00,1688.99
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2027-02-01",28,20.66,0.6,0.94,4.00,578.35
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2027-03-01",31,0.00,0.0,0.00,0.00,0.00
308760,"The Melita, London","Pimlico","Upper Midscale",22,"2027-04-01",2,0.00,0.0,0.00,0.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2024-03-01",1,0.00,64.3,0.00,9.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2024-04-01",30,0.00,80.0,0.00,336.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2024-05-01",31,0.00,80.0,0.00,347.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2024-06-01",30,0.00,19.0,0.00,80.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2024-07-01",31,0.00,69.1,0.00,300.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2024-08-01",31,0.00,84.8,0.00,368.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2024-09-01",30,0.00,83.1,0.00,349.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2024-10-01",31,0.00,73.0,0.00,317.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2024-11-01",30,0.00,73.3,0.00,308.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2024-12-01",31,0.00,96.3,0.00,418.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-01-01",31,0.00,64.5,0.00,280.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-02-01",28,0.00,82.7,0.00,324.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-03-01",31,0.00,85.7,0.00,372.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-04-01",30,0.00,85.2,0.00,358.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-05-01",31,0.00,80.2,0.00,348.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-06-01",30,0.00,88.1,0.00,370.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-07-01",31,0.00,92.2,0.00,400.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-08-01",31,0.00,73.3,0.00,318.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-09-01",30,0.00,88.8,0.00,373.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-10-01",31,0.00,74.0,0.00,321.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-11-01",30,0.00,95.5,0.00,401.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2025-12-01",31,69.62,78.3,47.43,349.00,28642.80
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-01-01",31,91.02,90.3,82.66,392.00,35874.60
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-02-01",28,93.69,98.2,92.29,385.00,36178.94
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-03-01",31,104.75,88.2,93.06,383.00,40657.67
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-04-01",30,134.55,36.2,51.25,152.00,22151.74
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-05-01",31,106.64,8.8,16.44,38.00,7134.55
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-06-01",30,140.85,9.3,18.09,39.00,7597.48
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-07-01",31,79.39,8.8,18.02,38.00,7822.79
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-08-01",31,43.76,3.0,3.72,13.00,1616.04
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-09-01",30,30.88,3.1,4.50,13.00,1890.12
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-10-01",31,5.89,0.2,0.42,1.00,182.52
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-11-01",30,0.00,0.0,0.00,0.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2026-12-01",31,49.14,3.0,4.39,13.00,1904.11
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2027-01-01",31,18.66,2.1,2.04,9.00,885.30
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2027-02-01",28,0.00,0.0,0.00,0.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2027-03-01",31,0.00,0.0,0.00,0.00,0.00
318312,"The Pack and Carriage London","St Pancras","Midscale",14,"2027-04-01",2,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2024-03-01",1,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2024-04-01",30,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2024-05-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2024-06-01",30,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2024-07-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2024-08-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2024-09-01",30,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2024-10-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2024-11-01",30,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2024-12-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-01-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-02-01",28,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-03-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-04-01",30,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-05-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-06-01",30,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-07-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-08-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-09-01",30,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-10-01",31,0.00,0.0,0.00,0.00,0.00
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-11-01",30,1274.43,2.7,54.88,33.00,67501.60
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2025-12-01",31,172.40,92.2,165.77,1213.00,210692.45
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2026-01-01",31,102.33,87.1,90.02,1107.00,114417.37
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2026-02-01",28,102.41,95.7,98.31,1099.00,112856.24
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2026-03-01",31,101.35,95.2,96.64,1210.00,122824.66
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2026-04-01",30,159.60,47.3,71.30,582.00,89165.87
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2026-05-01",31,225.29,12.0,28.52,153.00,36245.02
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2026-06-01",30,222.91,12.8,29.69,157.00,36520.37
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2026-07-01",31,172.72,4.2,8.43,53.00,10712.26
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2026-08-01",31,154.73,2.5,5.88,32.00,7476.35
318304,"The Portico Hotel London","Pimlico","Midscale",41,"2026-09-01",30,86.64,1.1,2.28,14.00,2801.90
